0 300.0 300.0 -29.999999999999993 99.99999999999999 5
50 392.0311381711695 282.4441214720629 -29.400000000000002 103.0 5
100 471.1367764821722 232.24215685535287 -28.800000000000008 106.00000000000003 5
150 526.2067631165049 156.44482289126813 -28.199999999999996 109.0 5
200 549.506682107068 65.6976298823284 -27.599999999999987 111.99999999999999 5
250 537.7641290737884 -27.254248593736932 -27.0 114.99999999999999 5
300 492.62831069394724 -109.3559974371725 -26.400000000000006 118.00000000000001 5
350 420.4384185254288 -169.0766700109659 -25.799999999999997 120.99999999999999 5
400 331.333308391076 -198.02867532861944 -25.200000000000003 124.00000000000001 5
450 237.8275282087863 -192.14579028215783 -24.599999999999994 126.99999999999999 5
500 153.05368692688174 -152.2542485937369 -23.999999999999996 130.0 5
550 88.91801862449617 -83.95669874474908 -23.39999999999999 133.0 5
600 54.42818731782779 3.1546713535688298 -22.8 136.0 5
650 54.42818731782785 96.84532864643106 -22.199999999999996 139.0 5
700 88.91801862449626 183.95669874474916 -21.60000000000001 141.99999999999997 5
750 153.05368692688168 252.2542485937367 -21.0 145.0 5
800 237.8275282087864 292.14579028215775 -20.400000000000013 148.0 5
850 331.3333083910763 298.02867532861944 -19.800000000000004 151.0 5
900 420.4384185254289 269.0766700109658 -19.199999999999996 154.0 5
950 492.62831069394736 209.35599743717245 -18.59999999999998 157.0 5
1000 537.7641290737884 127.25424859373695 -18.0 159.99999999999997 5
1050 549.506682107068 34.302370117671835 -17.399999999999995 163.0 5
1100 526.2067631165049 -56.444822891268316 -16.799999999999986 165.99999999999997 5
1150 471.1367764821721 -132.24215685535265 -16.199999999999996 169.0 5
1200 392.0311381711693 -182.44412147206285 -15.599999999999993 172.0 5
1250 300.00000000000006 -200.0 -15.000000000000005 175.0 5
1300 207.96886182883065 -182.44412147206293 -14.400000000000004 178.0 5
1350 128.86322351782772 -132.2421568553528 -13.79999999999999 181.0 5
1400 73.79323688349507 -56.4448228912681 -13.200000000000005 184.0 5
1450 50.49331789293208 34.30237011767207 -12.599999999999989 187.0 5
1500 62.23587092621159 127.2542485937363 -11.99999999999999 190.0 5
1550 107.37168930605284 209.35599743717228 -11.399999999999999 193.00000000000003 5
1600 179.5615814745713 269.07667001096576 -10.799999999999988 195.99999999999997 5
1650 268.666691608924 298.02867532861944 -10.200000000000001 199.0 5
1700 362.1724717912141 292.1457902821578 -9.6 202.0 5
1750 446.9463130731182 252.25424859373695 -9.000000000000007 205.00000000000003 5
1800 511.0819813755039 183.95669874474896 -8.40000000000001 208.0 5
1850 545.5718126821722 96.84532864643106 -7.799999999999995 211.0 5
1900 545.5718126821721 3.1546713535688227 -7.200000000000006 213.99999999999997 5
1950 511.0819813755036 -83.95669874474908 -6.599999999999992 217.0 5
2000 446.9463130731184 -152.2542485937365 -5.999999999999992 219.99999999999997 5
2050 362.1724717912139 -192.14579028215772 -5.400000000000005 223.0 5
2100 268.6666916089242 -198.02867532861944 -4.799999999999991 226.0 5
2150 179.56158147457114 -169.07667001096613 -4.1999999999999895 229.0 5
2200 107.37168930605273 -109.3559974371725 -3.600000000000002 232.0 5
2250 62.235870926211504 -27.254248593736605 -3.0000000000000013 235.0 5
2300 50.49331789293211 65.69762988232807 -2.4000000000000123 238.0 5
2350 73.79323688349515 156.44482289126825 -1.799999999999999 241.0 5
2400 128.86322351782817 232.24215685535316 -1.1999999999999982 244.0 5
2450 207.96886182883128 282.4441214720631 -0.5999999999999847 246.99999999999997 5
2500 299.9999999999994 300.0 3.5083546492674384E-15 250.0 5
2550 392.0311381711701 282.44412147206265 0.5999999999999915 253.0 5
2600 471.1367764821722 232.24215685535285 1.2000000000000053 256.0 5
2650 526.206763116505 156.4448228912678 1.8000000000000056 259.0 5
2700 549.506682107068 65.69762988232847 2.400000000000007 262.0 5
2750 537.7641290737886 -27.25424859373622 3.000000000000008 265.0 5
2800 492.6283106939469 -109.35599743717287 3.5999999999999965 268.0 5
2850 420.43841852542874 -169.07667001096593 4.1999999999999975 271.0 5
2900 331.33330839107566 -198.0286753286195 4.8000000000000105 274.0 5
2950 237.82752820878642 -192.14579028215783 5.400000000000011 277.0 5
3000 153.0536869268815 -152.25424859373672 5.999999999999999 280.0 5
3050 88.91801862449591 -83.95669874474868 6.600000000000001 283.0 5
3100 54.42818731782782 3.1546713535688653 7.199999999999988 286.0 5
3150 54.428187317828076 96.84532864643153 7.8 289.0 5
3200 88.91801862449614 183.95669874474902 8.400000000000002 292.0 5
3250 153.0536869268812 252.25424859373697 9.000000000000005 295.0 5
3300 237.82752820878687 292.1457902821577 9.59999999999999 298.0 5
3350 331.3333083910761 298.02867532861933 10.199999999999992 301.0 5
3400 420.43841852542914 269.07667001096615 10.800000000000006 304.0 5
3450 492.62831069394724 209.35599743717188 11.400000000000006 307.0 5
3500 537.7641290737885 127.25424859373669 11.999999999999995 310.0 5
3550 549.5066821070678 34.30237011767113 12.599999999999993 313.0 5
3600 526.2067631165048 -56.444822891268146 13.19999999999998 316.0 5
3650 471.13677648217123 -132.24215685535373 13.799999999999997 319.0 5
3700 392.03113817116883 -182.4441214720631 14.400000000000011 322.0 5
3750 299.99999999999983 -200.0 14.999999999999998 325.0 5
3800 207.96886182883 -182.44412147206268 15.6 328.0 5
3850 128.8632235178278 -132.24215685535287 16.199999999999992 330.99999999999994 5
3900 73.79323688349496 -56.444822891267876 16.799999999999997 334.00000000000006 5
3950 50.49331789293211 34.30237011767144 17.400000000000006 337.0 5
4000 62.23587092621139 127.25424859373614 18.0 340.0 5
4050 107.37168930605301 209.35599743717214 18.59999999999999 343.0 5
4100 179.56158147457117 269.0766700109655 19.199999999999992 346.0 5
4150 268.6666916089243 298.0286753286195 19.800000000000004 349.0 5
4200 362.1724717912135 292.1457902821578 20.400000000000006 352.0 5
4250 446.9463130731184 252.25424859373626 20.999999999999996 354.99999999999994 5
4300 511.0819813755036 183.95669874474873 21.60000000000001 358.00000000000006 5
4350 545.571812682172 96.84532864643123 22.199999999999996 361.00000000000006 5
4400 545.5718126821721 3.154671353569441 22.799999999999997 364.0 5
